ParticipantID,Nationality,TestImportance,Risk,Question,Attitude,Study_Type,Condition,Timepoint,StartDate,Age,Sex,Vic,Childhood,Essential,Reading,FM
P12,United Kingdom of Great Britain and Northern Ireland,100,Minimal,3,50,Pre-Test,Control,Pre-Test,15/10/2020 1:53,26,Male,Metro Melbourne,United Kingdom of Great Britain and Northern Ireland,No,No,Yes
P12,United Kingdom of Great Britain and Northern Ireland,100,High,5,21,Pre-Test,Control,Pre-Test,15/10/2020 1:53,26,Male,Metro Melbourne,United Kingdom of Great Britain and Northern Ireland,No,No,Yes
P12,United Kingdom of Great Britain and Northern Ireland,100,High,7,-19,Pre-Test,Control,Pre-Test,15/10/2020 1:53,26,Male,Metro Melbourne,United Kingdom of Great Britain and Northern Ireland,No,No,Yes
P12,United Kingdom of Great Britain and Northern Ireland,100,Minimal,9,13,Pre-Test,Control,Pre-Test,15/10/2020 1:53,26,Male,Metro Melbourne,United Kingdom of Great Britain and Northern Ireland,No,No,Yes
P12,United Kingdom of Great Britain and Northern Ireland,100,Minimal,11,50,Pre-Test,Control,Pre-Test,15/10/2020 1:53,26,Male,Metro Melbourne,United Kingdom of Great Britain and Northern Ireland,No,No,Yes
P12,United Kingdom of Great Britain and Northern Ireland,100,Minimal,13,45,Pre-Test,Control,Pre-Test,15/10/2020 1:53,26,Male,Metro Melbourne,United Kingdom of Great Britain and Northern Ireland,No,No,Yes
P12,United Kingdom of Great Britain and Northern Ireland,100,Minimal,15,50,Pre-Test,Control,Pre-Test,15/10/2020 1:53,26,Male,Metro Melbourne,United Kingdom of Great Britain and Northern Ireland,No,No,Yes
P12,United Kingdom of Great Britain and Northern Ireland,100,High,17,-50,Pre-Test,Control,Pre-Test,15/10/2020 1:53,26,Male,Metro Melbourne,United Kingdom of Great Britain and Northern Ireland,No,No,Yes
P12,United Kingdom of Great Britain and Northern Ireland,100,Low,19,8,Pre-Test,Control,Pre-Test,15/10/2020 1:53,26,Male,Metro Melbourne,United Kingdom of Great Britain and Northern Ireland,No,No,Yes
P12,United Kingdom of Great Britain and Northern Ireland,100,Low,21,-7,Pre-Test,Control,Pre-Test,15/10/2020 1:53,26,Male,Metro Melbourne,United Kingdom of Great Britain and Northern Ireland,No,No,Yes
P12,United Kingdom of Great Britain and Northern Ireland,100,High,23,-29,Pre-Test,Control,Pre-Test,15/10/2020 1:53,26,Male,Metro Melbourne,United Kingdom of Great Britain and Northern Ireland,No,No,Yes
P12,United Kingdom of Great Britain and Northern Ireland,100,High,25,9,Pre-Test,Control,Pre-Test,15/10/2020 1:53,26,Male,Metro Melbourne,United Kingdom of Great Britain and Northern Ireland,No,No,Yes
P12,United Kingdom of Great Britain and Northern Ireland,100,Low,27,50,Pre-Test,Control,Pre-Test,15/10/2020 1:53,26,Male,Metro Melbourne,United Kingdom of Great Britain and Northern Ireland,No,No,Yes
P12,United Kingdom of Great Britain and Northern Ireland,100,High,29,-39,Pre-Test,Control,Pre-Test,15/10/2020 1:53,26,Male,Metro Melbourne,United Kingdom of Great Britain and Northern Ireland,No,No,Yes
P13,Brazil,100,Low,1,-28,Pre-Test,Control,Pre-Test,15/10/2020 0:13,26,Female,Metro Melbourne,Brazil,No,No,Yes
P13,Brazil,100,Minimal,3,-22,Pre-Test,Control,Pre-Test,15/10/2020 0:13,26,Female,Metro Melbourne,Brazil,No,No,Yes
P13,Brazil,100,High,5,-1,Pre-Test,Control,Pre-Test,15/10/2020 0:13,26,Female,Metro Melbourne,Brazil,No,No,Yes
P13,Brazil,100,High,7,-23,Pre-Test,Control,Pre-Test,15/10/2020 0:13,26,Female,Metro Melbourne,Brazil,No,No,Yes
P13,Brazil,100,Minimal,9,-19,Pre-Test,Control,Pre-Test,15/10/2020 0:13,26,Female,Metro Melbourne,Brazil,No,No,Yes
P13,Brazil,100,Minimal,11,26,Pre-Test,Control,Pre-Test,15/10/2020 0:13,26,Female,Metro Melbourne,Brazil,No,No,Yes
P13,Brazil,100,Minimal,13,17,Pre-Test,Control,Pre-Test,15/10/2020 0:13,26,Female,Metro Melbourne,Brazil,No,No,Yes
P13,Brazil,100,Minimal,15,19,Pre-Test,Control,Pre-Test,15/10/2020 0:13,26,Female,Metro Melbourne,Brazil,No,No,Yes
P13,Brazil,100,High,17,-34,Pre-Test,Control,Pre-Test,15/10/2020 0:13,26,Female,Metro Melbourne,Brazil,No,No,Yes
P13,Brazil,100,Low,19,13,Pre-Test,Control,Pre-Test,15/10/2020 0:13,26,Female,Metro Melbourne,Brazil,No,No,Yes
P13,Brazil,100,Low,21,-11,Pre-Test,Control,Pre-Test,15/10/2020 0:13,26,Female,Metro Melbourne,Brazil,No,No,Yes
P13,Brazil,100,High,23,-26,Pre-Test,Control,Pre-Test,15/10/2020 0:13,26,Female,Metro Melbourne,Brazil,No,No,Yes
P13,Brazil,100,High,25,0,Pre-Test,Control,Pre-Test,15/10/2020 0:13,26,Female,Metro Melbourne,Brazil,No,No,Yes
P13,Brazil,100,Low,27,-23,Pre-Test,Control,Pre-Test,15/10/2020 0:13,26,Female,Metro Melbourne,Brazil,No,No,Yes
P13,Brazil,100,High,29,-39,Pre-Test,Control,Pre-Test,15/10/2020 0:13,26,Female,Metro Melbourne,Brazil,No,No,Yes
P14,Australia,90,Low,1,-19,Pre-Test,Control,Pre-Test,17/10/2020 20:52,22,Male,Metro Melbourne,Australia,No,No,Yes
P14,Australia,90,Minimal,3,1,Pre-Test,Control,Pre-Test,17/10/2020 20:52,22,Male,Metro Melbourne,Australia,No,No,Yes
P14,Australia,90,High,5,12,Pre-Test,Control,Pre-Test,17/10/2020 20:52,22,Male,Metro Melbourne,Australia,No,No,Yes
P14,Australia,90,High,7,0,Pre-Test,Control,Pre-Test,17/10/2020 20:52,22,Male,Metro Melbourne,Australia,No,No,Yes
P14,Australia,90,Minimal,9,-23,Pre-Test,Control,Pre-Test,17/10/2020 20:52,22,Male,Metro Melbourne,Australia,No,No,Yes
P14,Australia,90,Minimal,11,45,Pre-Test,Control,Pre-Test,17/10/2020 20:52,22,Male,Metro Melbourne,Australia,No,No,Yes
P14,Australia,90,Minimal,13,9,Pre-Test,Control,Pre-Test,17/10/2020 20:52,22,Male,Metro Melbourne,Australia,No,No,Yes
P14,Australia,90,Minimal,15,8,Pre-Test,Control,Pre-Test,17/10/2020 20:52,22,Male,Metro Melbourne,Australia,No,No,Yes
P14,Australia,90,High,17,-18,Pre-Test,Control,Pre-Test,17/10/2020 20:52,22,Male,Metro Melbourne,Australia,No,No,Yes
P14,Australia,90,Low,19,32,Pre-Test,Control,Pre-Test,17/10/2020 20:52,22,Male,Metro Melbourne,Australia,No,No,Yes
P14,Australia,90,Low,21,-14,Pre-Test,Control,Pre-Test,17/10/2020 20:52,22,Male,Metro Melbourne,Australia,No,No,Yes
P14,Australia,90,High,23,-46,Pre-Test,Control,Pre-Test,17/10/2020 20:52,22,Male,Metro Melbourne,Australia,No,No,Yes
P14,Australia,90,High,25,30,Pre-Test,Control,Pre-Test,17/10/2020 20:52,22,Male,Metro Melbourne,Australia,No,No,Yes
P14,Australia,90,Low,27,-15,Pre-Test,Control,Pre-Test,17/10/2020 20:52,22,Male,Metro Melbourne,Australia,No,No,Yes
P14,Australia,90,High,29,-41,Pre-Test,Control,Pre-Test,17/10/2020 20:52,22,Male,Metro Melbourne,Australia,No,No,Yes
P2,Nepal,100,Low,1,18,Pre-Test,Control,Pre-Test,17/10/2020 21:18,27,Female,Metro Melbourne,Nepal,Yes,No,Yes
P2,Nepal,100,Minimal,3,20,Pre-Test,Control,Pre-Test,17/10/2020 21:18,27,Female,Metro Melbourne,Nepal,Yes,No,Yes
P2,Nepal,100,High,5,24,Pre-Test,Control,Pre-Test,17/10/2020 21:18,27,Female,Metro Melbourne,Nepal,Yes,No,Yes
P2,Nepal,100,High,7,25,Pre-Test,Control,Pre-Test,17/10/2020 21:18,27,Female,Metro Melbourne,Nepal,Yes,No,Yes
P2,Nepal,100,Minimal,9,28,Pre-Test,Control,Pre-Test,17/10/2020 21:18,27,Female,Metro Melbourne,Nepal,Yes,No,Yes
P2,Nepal,100,Minimal,11,7,Pre-Test,Control,Pre-Test,17/10/2020 21:18,27,Female,Metro Melbourne,Nepal,Yes,No,Yes
P2,Nepal,100,Minimal,13,19,Pre-Test,Control,Pre-Test,17/10/2020 21:18,27,Female,Metro Melbourne,Nepal,Yes,No,Yes
P2,Nepal,100,Minimal,15,27,Pre-Test,Control,Pre-Test,17/10/2020 21:18,27,Female,Metro Melbourne,Nepal,Yes,No,Yes
P2,Nepal,100,High,17,24,Pre-Test,Control,Pre-Test,17/10/2020 21:18,27,Female,Metro Melbourne,Nepal,Yes,No,Yes
P2,Nepal,100,Low,19,37,Pre-Test,Control,Pre-Test,17/10/2020 21:18,27,Female,Metro Melbourne,Nepal,Yes,No,Yes
P2,Nepal,100,Low,21,30,Pre-Test,Control,Pre-Test,17/10/2020 21:18,27,Female,Metro Melbourne,Nepal,Yes,No,Yes
P2,Nepal,100,High,23,8,Pre-Test,Control,Pre-Test,17/10/2020 21:18,27,Female,Metro Melbourne,Nepal,Yes,No,Yes
P2,Nepal,100,High,25,26,Pre-Test,Control,Pre-Test,17/10/2020 21:18,27,Female,Metro Melbourne,Nepal,Yes,No,Yes
P2,Nepal,100,Low,27,25,Pre-Test,Control,Pre-Test,17/10/2020 21:18,27,Female,Metro Melbourne,Nepal,Yes,No,Yes
P2,Nepal,100,High,29,32,Pre-Test,Control,Pre-Test,17/10/2020 21:18,27,Female,Metro Melbourne,Nepal,Yes,No,Yes
P20,Australia,92,Low,1,-47,Pre-Test,Compassion,Pre-Test,15/10/2020 5:34,25,Male,Metro Melbourne,Australia,Yes,No,Yes
P20,Australia,92,Minimal,3,34,Pre-Test,Compassion,Pre-Test,15/10/2020 5:34,25,Male,Metro Melbourne,Australia,Yes,No,Yes
P20,Australia,92,High,5,-13,Pre-Test,Compassion,Pre-Test,15/10/2020 5:34,25,Male,Metro Melbourne,Australia,Yes,No,Yes
P20,Australia,92,High,7,-41,Pre-Test,Compassion,Pre-Test,15/10/2020 5:34,25,Male,Metro Melbourne,Australia,Yes,No,Yes
P20,Australia,92,Minimal,9,35,Pre-Test,Compassion,Pre-Test,15/10/2020 5:34,25,Male,Metro Melbourne,Australia,Yes,No,Yes
P20,Australia,92,Minimal,11,50,Pre-Test,Compassion,Pre-Test,15/10/2020 5:34,25,Male,Metro Melbourne,Australia,Yes,No,Yes
P20,Australia,92,Minimal,13,27,Pre-Test,Compassion,Pre-Test,15/10/2020 5:34,25,Male,Metro Melbourne,Australia,Yes,No,Yes
P20,Australia,92,Minimal,15,45,Pre-Test,Compassion,Pre-Test,15/10/2020 5:34,25,Male,Metro Melbourne,Australia,Yes,No,Yes
P20,Australia,92,High,17,-32,Pre-Test,Compassion,Pre-Test,15/10/2020 5:34,25,Male,Metro Melbourne,Australia,Yes,No,Yes
P20,Australia,92,Low,19,39,Pre-Test,Compassion,Pre-Test,15/10/2020 5:34,25,Male,Metro Melbourne,Australia,Yes,No,Yes
P20,Australia,92,Low,21,-45,Pre-Test,Compassion,Pre-Test,15/10/2020 5:34,25,Male,Metro Melbourne,Australia,Yes,No,Yes
P20,Australia,92,High,23,-20,Pre-Test,Compassion,Pre-Test,15/10/2020 5:34,25,Male,Metro Melbourne,Australia,Yes,No,Yes
P20,Australia,92,High,25,50,Pre-Test,Compassion,Pre-Test,15/10/2020 5:34,25,Male,Metro Melbourne,Australia,Yes,No,Yes
P20,Australia,92,Low,27,37,Pre-Test,Compassion,Pre-Test,15/10/2020 5:34,25,Male,Metro Melbourne,Australia,Yes,No,Yes
P20,Australia,92,High,29,-42,Pre-Test,Compassion,Pre-Test,15/10/2020 5:34,25,Male,Metro Melbourne,Australia,Yes,No,Yes
P21,Australia,100,Low,1,-2,Pre-Test,Compassion,Pre-Test,16/10/2020 0:14,26,Male,Metro Melbourne,Australia,Yes,No,Yes
P21,Australia,100,Minimal,3,50,Pre-Test,Compassion,Pre-Test,16/10/2020 0:14,26,Male,Metro Melbourne,Australia,Yes,No,Yes
P21,Australia,100,High,5,5,Pre-Test,Compassion,Pre-Test,16/10/2020 0:14,26,Male,Metro Melbourne,Australia,Yes,No,Yes
P21,Australia,100,High,7,-50,Pre-Test,Compassion,Pre-Test,16/10/2020 0:14,26,Male,Metro Melbourne,Australia,Yes,No,Yes
P21,Australia,100,Minimal,9,50,Pre-Test,Compassion,Pre-Test,16/10/2020 0:14,26,Male,Metro Melbourne,Australia,Yes,No,Yes
P21,Australia,100,Minimal,11,35,Pre-Test,Compassion,Pre-Test,16/10/2020 0:14,26,Male,Metro Melbourne,Australia,Yes,No,Yes
P21,Australia,100,Minimal,13,5,Pre-Test,Compassion,Pre-Test,16/10/2020 0:14,26,Male,Metro Melbourne,Australia,Yes,No,Yes
P21,Australia,100,Minimal,15,50,Pre-Test,Compassion,Pre-Test,16/10/2020 0:14,26,Male,Metro Melbourne,Australia,Yes,No,Yes
P21,Australia,100,High,17,-50,Pre-Test,Compassion,Pre-Test,16/10/2020 0:14,26,Male,Metro Melbourne,Australia,Yes,No,Yes
P21,Australia,100,Low,19,44,Pre-Test,Compassion,Pre-Test,16/10/2020 0:14,26,Male,Metro Melbourne,Australia,Yes,No,Yes
P21,Australia,100,Low,21,0,Pre-Test,Compassion,Pre-Test,16/10/2020 0:14,26,Male,Metro Melbourne,Australia,Yes,No,Yes
P21,Australia,100,High,23,-50,Pre-Test,Compassion,Pre-Test,16/10/2020 0:14,26,Male,Metro Melbourne,Australia,Yes,No,Yes
P21,Australia,100,High,25,50,Pre-Test,Compassion,Pre-Test,16/10/2020 0:14,26,Male,Metro Melbourne,Australia,Yes,No,Yes
P21,Australia,100,Low,27,5,Pre-Test,Compassion,Pre-Test,16/10/2020 0:14,26,Male,Metro Melbourne,Australia,Yes,No,Yes
P21,Australia,100,High,29,-50,Pre-Test,Compassion,Pre-Test,16/10/2020 0:14,26,Male,Metro Melbourne,Australia,Yes,No,Yes
P23,Australia,100,Low,1,-6,Pre-Test,Compassion,Pre-Test,15/10/2020 5:05,23,Male,Metro Melbourne,Australia,Yes,No,Yes
P23,Australia,100,Minimal,3,1,Pre-Test,Compassion,Pre-Test,15/10/2020 5:05,23,Male,Metro Melbourne,Australia,Yes,No,Yes
P23,Australia,100,High,5,49,Pre-Test,Compassion,Pre-Test,15/10/2020 5:05,23,Male,Metro Melbourne,Australia,Yes,No,Yes
P23,Australia,100,High,7,-38,Pre-Test,Compassion,Pre-Test,15/10/2020 5:05,23,Male,Metro Melbourne,Australia,Yes,No,Yes
P23,Australia,100,Minimal,9,-4,Pre-Test,Compassion,Pre-Test,15/10/2020 5:05,23,Male,Metro Melbourne,Australia,Yes,No,Yes
P23,Australia,100,Minimal,11,-5,Pre-Test,Compassion,Pre-Test,15/10/2020 5:05,23,Male,Metro Melbourne,Australia,Yes,No,Yes
P23,Australia,100,Minimal,13,-3,Pre-Test,Compassion,Pre-Test,15/10/2020 5:05,23,Male,Metro Melbourne,Australia,Yes,No,Yes
P23,Australia,100,Minimal,15,-26,Pre-Test,Compassion,Pre-Test,15/10/2020 5:05,23,Male,Metro Melbourne,Australia,Yes,No,Yes
P23,Australia,100,High,17,-50,Pre-Test,Compassion,Pre-Test,15/10/2020 5:05,23,Male,Metro Melbourne,Australia,Yes,No,Yes
P23,Australia,100,Low,19,-21,Pre-Test,Compassion,Pre-Test,15/10/2020 5:05,23,Male,Metro Melbourne,Australia,Yes,No,Yes
P23,Australia,100,Low,21,-5,Pre-Test,Compassion,Pre-Test,15/10/2020 5:05,23,Male,Metro Melbourne,Australia,Yes,No,Yes
P23,Australia,100,High,23,-50,Pre-Test,Compassion,Pre-Test,15/10/2020 5:05,23,Male,Metro Melbourne,Australia,Yes,No,Yes
P23,Australia,100,High,25,50,Pre-Test,Compassion,Pre-Test,15/10/2020 5:05,23,Male,Metro Melbourne,Australia,Yes,No,Yes
P23,Australia,100,Low,27,-10,Pre-Test,Compassion,Pre-Test,15/10/2020 5:05,23,Male,Metro Melbourne,Australia,Yes,No,Yes
P23,Australia,100,High,29,-34,Pre-Test,Compassion,Pre-Test,15/10/2020 5:05,23,Male,Metro Melbourne,Australia,Yes,No,Yes
P24,Brazil,100,Low,1,25,Pre-Test,Compassion,Pre-Test,14/10/2020 22:18,25,Male,Metro Melbourne,Brazil,Yes,No,Yes
P24,Brazil,100,Minimal,3,21,Pre-Test,Compassion,Pre-Test,14/10/2020 22:18,25,Male,Metro Melbourne,Brazil,Yes,No,Yes
P24,Brazil,100,High,5,50,Pre-Test,Compassion,Pre-Test,14/10/2020 22:18,25,Male,Metro Melbourne,Brazil,Yes,No,Yes
P24,Brazil,100,High,7,2,Pre-Test,Compassion,Pre-Test,14/10/2020 22:18,25,Male,Metro Melbourne,Brazil,Yes,No,Yes
P24,Brazil,100,Minimal,9,-27,Pre-Test,Compassion,Pre-Test,14/10/2020 22:18,25,Male,Metro Melbourne,Brazil,Yes,No,Yes
P24,Brazil,100,Minimal,11,4,Pre-Test,Compassion,Pre-Test,14/10/2020 22:18,25,Male,Metro Melbourne,Brazil,Yes,No,Yes
P24,Brazil,100,Minimal,13,50,Pre-Test,Compassion,Pre-Test,14/10/2020 22:18,25,Male,Metro Melbourne,Brazil,Yes,No,Yes
P24,Brazil,100,Minimal,15,50,Pre-Test,Compassion,Pre-Test,14/10/2020 22:18,25,Male,Metro Melbourne,Brazil,Yes,No,Yes
P24,Brazil,100,High,17,-37,Pre-Test,Compassion,Pre-Test,14/10/2020 22:18,25,Male,Metro Melbourne,Brazil,Yes,No,Yes
P24,Brazil,100,Low,19,4,Pre-Test,Compassion,Pre-Test,14/10/2020 22:18,25,Male,Metro Melbourne,Brazil,Yes,No,Yes
P24,Brazil,100,Low,21,-13,Pre-Test,Compassion,Pre-Test,14/10/2020 22:18,25,Male,Metro Melbourne,Brazil,Yes,No,Yes
P24,Brazil,100,High,23,-3,Pre-Test,Compassion,Pre-Test,14/10/2020 22:18,25,Male,Metro Melbourne,Brazil,Yes,No,Yes
P24,Brazil,100,High,25,32,Pre-Test,Compassion,Pre-Test,14/10/2020 22:18,25,Male,Metro Melbourne,Brazil,Yes,No,Yes
P24,Brazil,100,Low,27,10,Pre-Test,Compassion,Pre-Test,14/10/2020 22:18,25,Male,Metro Melbourne,Brazil,Yes,No,Yes
P24,Brazil,100,High,29,-1,Pre-Test,Compassion,Pre-Test,14/10/2020 22:18,25,Male,Metro Melbourne,Brazil,Yes,No,Yes
P25,Philippines,95,Low,1,-6,Pre-Test,Compassion,Pre-Test,18/10/2020 18:14,21,Female,Metro Melbourne,Australia,No,No,Yes
P25,Philippines,95,Minimal,3,32,Pre-Test,Compassion,Pre-Test,18/10/2020 18:14,21,Female,Metro Melbourne,Australia,No,No,Yes
P25,Philippines,95,High,5,-1,Pre-Test,Compassion,Pre-Test,18/10/2020 18:14,21,Female,Metro Melbourne,Australia,No,No,Yes
P25,Philippines,95,High,7,-31,Pre-Test,Compassion,Pre-Test,18/10/2020 18:14,21,Female,Metro Melbourne,Australia,No,No,Yes
P25,Philippines,95,Minimal,9,-16,Pre-Test,Compassion,Pre-Test,18/10/2020 18:14,21,Female,Metro Melbourne,Australia,No,No,Yes
P25,Philippines,95,Minimal,11,27,Pre-Test,Compassion,Pre-Test,18/10/2020 18:14,21,Female,Metro Melbourne,Australia,No,No,Yes
P25,Philippines,95,Minimal,13,40,Pre-Test,Compassion,Pre-Test,18/10/2020 18:14,21,Female,Metro Melbourne,Australia,No,No,Yes
P25,Philippines,95,Minimal,15,-23,Pre-Test,Compassion,Pre-Test,18/10/2020 18:14,21,Female,Metro Melbourne,Australia,No,No,Yes
P25,Philippines,95,High,17,-46,Pre-Test,Compassion,Pre-Test,18/10/2020 18:14,21,Female,Metro Melbourne,Australia,No,No,Yes
P25,Philippines,95,Low,19,-7,Pre-Test,Compassion,Pre-Test,18/10/2020 18:14,21,Female,Metro Melbourne,Australia,No,No,Yes
P25,Philippines,95,Low,21,17,Pre-Test,Compassion,Pre-Test,18/10/2020 18:14,21,Female,Metro Melbourne,Australia,No,No,Yes
P25,Philippines,95,High,23,-25,Pre-Test,Compassion,Pre-Test,18/10/2020 18:14,21,Female,Metro Melbourne,Australia,No,No,Yes
P25,Philippines,95,High,25,50,Pre-Test,Compassion,Pre-Test,18/10/2020 18:14,21,Female,Metro Melbourne,Australia,No,No,Yes
P25,Philippines,95,Low,27,-14,Pre-Test,Compassion,Pre-Test,18/10/2020 18:14,21,Female,Metro Melbourne,Australia,No,No,Yes
P25,Philippines,95,High,29,-50,Pre-Test,Compassion,Pre-Test,18/10/2020 18:14,21,Female,Metro Melbourne,Australia,No,No,Yes
P26,Australia,100,Low,1,-46,Pre-Test,Compassion,Pre-Test,15/10/2020 3:06,27,Female,Metro Melbourne,Australia,Yes,No,Yes
P26,Australia,100,Minimal,3,50,Pre-Test,Compassion,Pre-Test,15/10/2020 3:06,27,Female,Metro Melbourne,Australia,Yes,No,Yes
